Tanggal,Nama Pelanggan,Harga,Status,Status Pembayaran,Tipe Perjalanan,Length,Recency,Frequency,Monetary
2020-11-30,Lks,0.00641025641025641,DEAL,LUNAS,PP,0.7784810126582278,0.23136427566807313,0.07792207792207792,0.027107790821771612
2020-12-01,BDa,0.14743589743589744,DEAL,LUNAS,PP,0.7777777777777778,0.1638537271448664,0.09090909090909091,0.16776947705442902
2020-12-06,BDl,0.19871794871794873,DEAL,LUNAS,Drop,0.7742616033755274,0.7862165963431786,0.0,0.013233724653148345
2020-12-10,BDh,0.3525641025641026,DEAL,LUNAS,PP,0.7714486638537271,0.6645569620253164,0.12987012987012989,0.25827107790821774
2020-12-10,TMi,0.2692307692307692,DEAL,LUNAS,PP,0.7714486638537271,0.4648382559774965,0.012987012987012988,0.029028815368196372
2020-12-12,BBi,0.16025641025641027,DEAL,LUNAS,PP,0.7700421940928269,0.04430379746835443,0.1038961038961039,0.1402411953041622
2020-12-21,BNi,0.34615384615384615,DEAL,LUNAS,PP,0.7637130801687764,0.30450070323488043,0.03896103896103896,0.08922091782283885
2020-12-22,IEi,0.14743589743589744,DEAL,LUNAS,PP,0.7630098452883263,0.005625879043600563,0.27272727272727276,0.2736392742796158
2020-12-30,PY5,0.12179487179487179,DEAL,LUNAS,Drop,0.7573839662447257,0.38045007032348804,0.012987012987012988,0.013233724653148345
2021-01-29,BMn,0.14102564102564102,DEAL,LUNAS,PP,0.7362869198312236,0.035864978902953586,0.06493506493506493,0.056990394877267876
2021-02-08,IBy,0.30128205128205127,DEAL,LUNAS,PP,0.7292545710267229,0.7412095639943741,0.0,0.02006403415154749
2021-02-13,ISi,0.34615384615384615,DEAL,LUNAS,PP,0.7257383966244726,0.030239099859353025,0.5324675324675325,0.6322305229455709
2021-02-15,BBn,0.028846153846153848,DEAL,LUNAS,PP-6Jam,0.7243319268635724,0.20956399437412096,0.025974025974025972,0.031163287086446105
2021-02-20,HIs,0.06410256410256411,DEAL,LUNAS,PP,0.720815752461322,0.5035161744022504,0.12987012987012989,0.054215581643543224
2021-02-23,HSa,0.03173076923076923,DEAL,LUNAS,PP,0.7187060478199718,0.4542897327707454,0.15584415584415584,0.02838847385272145
2021-02-25,DWl,0.10897435897435898,DEAL,LUNAS,PP,0.7172995780590717,0.729254571026723,0.012987012987012988,0.016648879402347917
2021-03-01,PJm,0.10256410256410256,DEAL,LUNAS,PP,0.7144866385372715,0.24261603375527427,0.37662337662337664,0.38996798292422624
2021-03-02,YKS,0.00641025641025641,DEAL,LUNAS,PP,0.7137834036568214,0.027426160337552744,0.1168831168831169,0.08046958377801494
2021-03-09,TDh,0.14102564102564102,DEAL,LUNAS,PP,0.7088607594936709,0.2369901547116737,0.09090909090909091,0.08858057630736392
2021-03-12,PTi,0.13044871794871796,DEAL,LUNAS,Drop,0.7067510548523207,0.05485232067510549,0.025974025974025972,0.027404482390608324
2021-03-13,BHS,0.14743589743589744,DEAL,LUNAS,PP,0.7060478199718706,0.2721518987341772,0.03896103896103896,0.052508004268943434
2021-03-19,BVt,0.10897435897435898,DEAL,LUNAS,Drop,0.7018284106891701,0.670182841068917,0.012987012987012988,0.016648879402347917
2021-03-19,DPa,0.09615384615384616,DEAL,LUNAS,PP,0.7018284106891701,0.05907172995780591,0.9090909090909092,0.7327524951974386
2021-03-20,PTG,0.05128205128205128,DEAL,LUNAS,PP,0.7011251758087201,0.6603375527426161,0.025974025974025972,0.0096051227321238
2021-03-22,IAi,0.14102564102564102,DEAL,LUNAS,PP,0.6997187060478199,0.09915611814345991,0.06493506493506493,0.08922091782283885
2021-03-25,CSm,0.22435897435897437,DEAL,LUNAS,Drop,0.6976090014064698,0.189873417721519,0.025974025974025972,0.054429028815368194
2021-03-27,IJo,0.14102564102564102,DEAL,LUNAS,Drop,0.6962025316455696,0.04992967651195499,0.025974025974025972,0.05080042689434365
2021-03-27,BSd,0.14102564102564102,DEAL,LUNAS,PP,0.6962025316455696,0.7081575246132208,0.012987012987012988,0.01878335112059765
2021-03-29,BUS,0.009615384615384616,DEAL,LUNAS,PP,0.6947960618846695,0.7067510548523207,0.0,0.0006403415154749199
2021-03-30,KSa,0.14423076923076925,DEAL,LUNAS,PP,0.6940928270042194,0.26371308016877637,0.03896103896103896,0.0471718249733191
2021-04-06,IYa,0.14102564102564102,DEAL,LUNAS,Drop,0.6891701828410689,0.052039381153305204,0.18181818181818182,0.18612593383137674
2021-04-08,BWS,0.01282051282051282,DEAL,LUNAS,PP,0.6877637130801687,0.01617440225035162,0.1168831168831169,0.06040554962646745
2021-04-14,IPi,0.14102564102564102,DEAL,LUNAS,PP,0.6835443037974683,0.02461322081575246,0.1168831168831169,0.13127001067235858
2021-04-16,IUn,0.34615384615384615,DEAL,LUNAS,PP,0.6821378340365681,0.6940928270042194,0.012987012987012988,0.04610458911419424
2021-04-21,WBs,0.7051282051282052,DEAL,LUNAS,Drop,0.6786216596343179,0.20815752461322082,0.14285714285714285,0.42604055496264676
2021-04-23,BYs,0.05448717948717949,DEAL,LUNAS,PP-6Jam,0.6772151898734177,0.10126582278481013,0.12987012987012989,0.18335112059765207
2021-05-03,BWu,0.10897435897435898,DEAL,LUNAS,Drop,0.670182841068917,0.6821378340365682,0.0,0.007257203842049093
